Id,Label,timeset,modularity_class,Degree
11026,russian,,1967,6
11027,russiannavyblog,,2109,8
11028,rust,,1888,3
11029,rustinniles,,517,6
11030,rustyhook,,517,7
11031,rustyrockets,,584,6
11032,rustywallace,,2157,7
11033,rutgers,,505,8
11034,ruth,,181,6
11035,ruthless,,1721,3
11036,ruthmarcus,,111,6
11037,rwildewrites,,422,4
11038,rwsurfergirl,,2178,5
11039,rx,,1951,11
11040,ry,,859,3
11041,ryan,,487,4
11042,ryanbushby,,2231,3
11043,ryankainec,,161,3
11044,ryanseanheron,,485,4
11045,ryanthedee,,16,3
11046,ryder,,2157,6
11047,rydercup,,1931,4
11048,sa,,392,3
11049,saavy,,2017,4
11050,saban,,600,4
11051,sabotage,,190,5
11052,saccone,,2191,5
11053,sacconepa,,2191,5
11054,sacha,,188,7
11055,sachs,,130,7
11056,sack,,2109,4
11057,sacramento,,883,3
11058,sacred,,144,8
11059,sacrifice,,1722,2
11060,sacrificed,,2063,5
11061,sad,,1129,4
11062,saddam,,1022,4
11063,saddened,,161,7
11064,saddest,,58,5
11065,saddled,,2036,5
11066,saddling,,98,10
11067,sadiq,,111,8
11068,sadler,,1800,7
11069,sadly,,1723,2
11070,sadness,,496,6
11071,saeed,,416,9
11072,safari,,883,8
11073,safe,,1724,2
11074,safeguard,,236,5
11075,safely,,1725,2
11076,safer,,2191,5
11077,safest,,1958,6
11078,safety,,1726,2
11079,safirepublicity,,2060,4
11080,sage,,1711,5
11081,saggaswagga,,311,3
11082,said,,1727,2
11083,sail,,144,9
11084,sailing,,106,7
11085,sailor,,3,8
11086,saint,,2051,4
11087,saintanselm,,1888,8
11088,saintpetersblog,,1794,3
11089,sake,,1728,2
11090,sal,,2227,6
11091,salary,,236,7
11092,sale,,496,4
11093,salesdan,,184,4
11094,salesman,,1729,2
11095,sallis,,2128,4
11096,sally,,2227,5
11097,salman,,161,5
11098,salmond,,1907,7
11099,salon,,1958,5
11100,salt,,1888,4
11101,salute,,95,3
11102,salvador,,106,7
11103,salvage,,2178,6
11104,sam,,1862,7
11105,samahdanash,,161,6
11106,samantha,,416,3
11107,samcgirl,,278,8
11108,samdoyle,,1888,3
11109,samflaherty,,2157,4
11110,samjabbo,,1730,2
11111,sammartinobruno,,1711,6
11112,sammy,,584,4
11113,sample,,485,4
11114,samshahrooz,,1862,3
11115,samsung,,149,7
11116,samuel,,190,5
11117,samuelljackson,,16,4
11118,san,,1969,7
11119,sanchez,,167,8
11120,sanctimonious,,1022,6
11121,sanction,,416,4
11122,sanctity,,849,6
11123,sanctuary,,2063,3
11124,sand,,2128,12
11125,sander,,893,3
11126,sandersandrew,,1731,2
11127,sandikay,,2227,5
11128,sandman,,416,9
11129,sandra,,416,4
11130,sandrar,,888,4
11131,sandrasmithfox,,416,7
11132,sandy,,149,4
11133,sandyrelief,,149,6
11134,sane,,1888,3
11135,saneplanet,,1951,4
11136,sanford,,2120,3
11137,sanitary,,149,4
11138,sanity,,167,5
11139,santa,,1732,2
11140,santanacarlos,,2051,6
11141,santorum,,2231,9
11142,sap,,71,5
11143,sara,,1733,2
11144,saracarterdc,,416,4
11145,sarah,,729,4
11146,sarahlynellis,,167,4
11147,sarahpalinusa,,233,3
11148,sarasota,,1876,4
11149,sarcasm,,505,8
11150,sarcastic,,2227,5
11151,sasha,,71,4
11152,sashamajerovsky,,71,6
11153,sasse,,16,7
11154,sassy,,278,4
11155,sassypantsjj,,16,3
11156,sassysexylove,,130,6
11157,sat,,98,5
11158,satellite,,2231,4
11159,satirical,,888,6
11160,satisfaction,,467,11
11161,satisfied,,849,4
11162,satisfy,,2207,3
11163,saturday,,1734,2
11164,saudi,,161,5
11165,saulino,,1800,5
11166,savage,,2017,4
11167,savaged,,499,3
11168,savannah,,111,7
11169,savannahguthrie,,302,5
11170,save,,840,5
11171,saved,,3,4
11172,savehicno,,103,7
11173,savesaeed,,416,11
11174,savethiscountry,,840,5
11175,saveusa,,1735,3
11176,savi,,167,4
11177,saving,,1736,2
11178,savior,,840,7
11179,savvy,,451,7
11180,saw,,840,3
11181,say,,1737,2
11182,sayfie,,1855,6
11183,saying,,1738,2
11184,sb,,302,5
11185,sbagov,,184,13
11186,sc,,416,5
11187,scale,,417,3
11188,scalia,,2191,4
11189,scalise,,1862,4
11190,scam,,1129,3
11191,scammed,,2251,5
11192,scammer,,2251,8
11193,scamming,,361,3
11194,scandal,,1739,2
11195,scapesrus,,2251,5
11196,scaramucci,,2081,5
11197,scarborough,,505,7
11198,scare,,2120,6
11199,scared,,98,3
11200,scarred,,278,4
11201,scary,,58,4
11202,scathing,,2185,8
11203,scenario,,422,5
11204,scene,,111,3
11205,scenic,,2128,7
11206,scent,,1967,7
11207,schedule,,106,4
11208,scheduled,,1740,2
11209,scheduling,,2155,3
11210,scheekster,,2128,3
11211,scheme,,161,7
11212,scheming,,111,5
11213,schieffer,,302,5
11214,schiff,,75,10
11215,schiffs,,1969,12
11216,schilling,,2081,4
11217,schitt,,2178,4
11218,schlafly,,2178,6
11219,schlapp,,2036,4
11220,schlonged,,517,6
11221,schneidean,,422,3
11222,schneiderman,,883,9
11223,schnoepoe,,849,6
11224,schoen,,849,5
11225,scholar,,849,7
11226,school,,600,5
11227,schuette,,485,4
11228,schulesix,,2063,6
11229,schultz,,28,8
11230,schumer,,505,6
11231,schwarzenegger,,1711,8
11232,schwarzkopf,,2157,4
11233,schweizer,,2109,9
11234,science,,1741,2
11235,scientific,,119,6
11236,scientist,,119,5
11237,scoffed,,1742,2
11238,scooperp,,1743,2
11239,scope,,690,5
11240,score,,758,5
11241,scorecard,,98,5
11242,scored,,840,3
11243,scorn,,2120,4
11244,scorned,,28,3
11245,scorpio,,106,8
11246,scorsese,,120,6
11247,scot,,2251,5
11248,scotch,,2251,4
11249,scotcher,,2128,5
11250,scotland,,16,5
11251,scotlandgolf,,302,4
11252,scotsmandotcom,,2128,5
11253,scott,,149,8
11254,scottforflorida,,2157,6
11255,scottie,,487,3
11256,scottienhughes,,487,4
11257,scottish,,1744,3
11258,scottkwalker,,236,3
11259,scottlara,,1745,2
11260,scottwalker,,189,4
11261,scotty,,149,4
11262,scottymcd,,2128,4
11263,scotus,,75,7
11264,scourge,,106,6
11265,scprimary,,2149,4
11266,scrambling,,302,7
11267,scranton,,1855,6
11268,scrap,,28,3
11269,scrape,,2129,7
11270,scratch,,95,6
11271,scream,,1956,4
11272,screamed,,1956,4
11273,screamer,,302,9
11274,screaming,,2120,6
11275,screen,,149,7
11276,screening,,278,11
11277,screw,,130,4
11278,screwed,,600,6
11279,screwing,,893,5
11280,script,,893,5
11281,scripted,,3,3
11282,scrubbed,,2185,8
11283,scrutiny,,416,10
11284,scteaparty,,1855,5
11285,scum,,584,4
11286,sd,,103,4
11287,sdoocy,,1129,3
11288,se,,2207,6
11289,sea,,2051,6
11290,seajayuk,,388,7
11291,seal,,236,14
11292,sealed,,2063,5
11293,seaman,,106,4
11294,seame,,1746,3
11295,sean,,487,5
11296,seancourt,,147,3
11297,seanelmi,,487,3
11298,seanhannity,,1800,7
11299,seanhooligan,,75,4
11300,seankanderson,,16,4
11301,seankesser,,278,3
11302,seanmcquade,,1927,3
11303,seanparnellusa,,487,7
11304,seanspicer,,487,3
11305,seaopdet,,2129,5
11306,search,,1747,2
11307,searching,,2178,4
11308,season,,181,8
11309,seasoned,,2060,9
11310,seat,,1748,2
11311,seattle,,181,7
11312,sebast,,1958,6
11313,sebastian,,1749,3
11314,sebelius,,1750,2
11315,sec,,1751,2
11316,secazar,,1931,9
11317,secnielsen,,111,9
11318,second,,98,9
11319,secondamendment,,2207,7
11320,secondlady,,58,6
11321,secpompeo,,1969,5
11322,secpricemd,,111,5
11323,secrecy,,1951,5
11324,secret,,840,3
11325,secretary,,467,12
11326,secretaryperry,,111,5
11327,secretarysonny,,417,12
11328,secretaryzinke,,111,9
11329,secretive,,16,5
11330,secretly,,1752,2
11331,secretservice,,1753,2
11332,secshulkin,,2017,9
11333,section,,1754,2
11334,sector,,1907,4
11335,secupp,,496,6
11336,secure,,2056,3
11337,secured,,2072,4
11338,secures,,58,7
11339,securing,,98,4
11340,security,,2120,5
11341,secy,,1755,3
11342,see,,1756,2
11343,seed,,144,8
11344,seeing,,1757,2
11345,seek,,147,4
11346,seeking,,1758,2
11347,seem,,1759,3
11348,seemed,,236,12
11349,seemingly,,2178,7
11350,seems,,1958,5
11351,seen,,159,3
11352,segment,,2191,4
11353,seize,,840,7
11354,seized,,1951,4
11355,seizing,,1969,5
11356,seizure,,1969,6
11357,sekulow,,2060,8
11358,seldom,,1760,2
11359,select,,2060,11
11360,selected,,144,11
11361,selecting,,2227,7
11362,selection,,2191,7
11363,selective,,849,7
11364,selectively,,416,7
11365,self,,2207,6
11366,selfish,,159,4
11367,selfless,,103,6
11368,selflessly,,236,10
11369,sell,,1761,2
11370,seller,,311,7
11371,selling,,98,3
11372,sellout,,2017,4
11373,semi,,1951,6
11374,seminar,,1762,2
11375,seminoland,,888,5
11376,seminole,,1855,6
11377,semite,,75,8
11378,semitic,,95,8
11379,semitism,,95,12
11380,semper,,16,6
11381,sen,,2081,3
11382,senalexander,,2060,5
11383,senate,,58,3
11384,senategop,,2120,3
11385,senatemajldr,,849,9
11386,senator,,1763,2
11387,senatordole,,1764,2
11388,senatorfischer,,2178,8
11389,senatormcdaniel,,883,3
11390,senatorreid,,2063,4
11391,senatorsessions,,2178,4
11392,senatortimscott,,2060,5
11393,senbillcassidy,,311,7
11394,sencapito,,1931,6
11395,sencorygardner,,392,10
11396,send,,1765,2
11397,sending,,1766,2
11398,sends,,1767,2
11399,senior,,1768,2
11400,seniorpgachamp,,521,5
11401,senjohnbarrasso,,311,7
11402,senjohnhoeven,,75,4
11403,senjohnkennedy,,311,5
11404,senjohnmccain,,729,6
11405,senjoniernst,,2178,9
11406,senmcsallyaz,,2056,5
11407,senmikelee,,2227,5
11408,senorrinhatch,,849,7
11409,senrandpaul,,451,6
11410,senrickscott,,311,7
11411,sens,,1769,2
11412,sensanders,,2235,3
11413,sensation,,487,4
11414,sensational,,2128,5
11415,senschumer,,849,7
11416,senscottbrown,,103,8
11417,sense,,883,4
11418,senseless,,2051,7
11419,senselessly,,58,8
11420,sensible,,2060,3
11421,sensitive,,1907,7
11422,sent,,1770,2
11423,sentedcruz,,1771,2
11424,sentence,,1772,2
11425,sentenced,,416,7
11426,senthomtillis,,28,5
11427,sentiment,,1967,5
11428,separate,,1602,7
11429,separated,,58,7
11430,separately,,416,4
11431,separation,,111,7
11432,seperation,,2056,4
11433,sept,,893,4
11434,september,,1773,2
11435,sequel,,1711,3
11436,sequester,,2205,4
11437,sequestration,,1774,2
11438,serenawilliams,,2251,4
11439,serf,,2081,4
11440,sergeant,,161,7
11441,sergio,,1775,2
11442,serial,,3,8
11443,series,,2157,4
11444,serious,,1776,2
11445,seriously,,840,3
11446,seriouslybright,,1777,2
11447,serta,,2157,7
11448,servant,,103,8
11449,serve,,1778,2
11450,served,,2185,3
11451,server,,28,8
11452,service,,2056,4
11453,serviceman,,521,3
11454,serving,,1779,2
11455,session,,417,5
11456,set,,584,3
11457,setback,,161,4
11458,seth,,188,12
11459,sethmacfarlane,,2063,7
11460,sethmclaughlin,,1800,3
11461,sethmeyers,,188,7
11462,setting,,2063,3
11463,settle,,430,3
11464,settled,,278,3
11465,settlement,,150,4
11466,settler,,150,8
11467,settling,,120,5
11468,setup,,75,9
11469,seven,,71,3
11470,several,,184,5
11471,severe,,119,8
11472,severely,,2178,4
11473,sewer,,98,4
11474,sex,,416,4
11475,sexiest,,517,5
11476,sexism,,2227,5
11477,sexist,,2231,5
11478,sexter,,3,9
11479,sexting,,3,13
11480,sexual,,1780,5
11481,sexy,,517,5
11482,sf,,103,6
11483,sfc,,1781,2
11484,sg,,584,10
11485,sgt,,2129,11
11486,sh,,1711,4
11487,shackle,,1782,2
11488,shadow,,505,3
11489,shady,,416,7
11490,shadyo,,130,4
11491,shaheen,,103,7
11492,shake,,2051,7
11493,shakedown,,883,6
11494,shaker,,388,7
11495,shaking,,2231,4
11496,shale,,31,3
11497,shall,,1800,6
11498,shalontabowman,,2081,4
11499,sham,,1956,5
11500,shamble,,1783,2
11501,shame,,1784,2
11502,shameful,,1951,4
11503,shana,,1711,9
11504,shanahan,,467,7
11505,shane,,103,4
11506,shanevanderhart,,71,4
11507,shannon,,70,5
11508,shannonairport,,70,4
11509,shannonbream,,416,6
11510,shantig,,3,6
11511,shape,,584,4
11512,shaped,,487,4
11513,shaping,,1785,2
11514,shapirojd,,1967,4
11515,shaq,,2207,7
11516,share,,1786,2
11517,shared,,584,9
11518,shareholder,,120,8
11519,sharing,,1787,3
11520,shark,,28,5
11521,sharkgregnorman,,2157,5
11522,sharktank,,1967,4
11523,sharneal,,2056,5
11524,sharon,,1788,2
11525,sharondepp,,130,4
11526,sharp,,95,4
11527,sharper,,1129,4
11528,sharpest,,2191,3
11529,sharpton,,71,8
11530,sharylattkisson,,2081,5
11531,shatter,,859,5
11532,shattered,,2185,4
11533,shattering,,95,4
11534,shaun,,2064,6
11535,shave,,496,5
11536,shaved,,496,7
11537,shaw,,2207,8
11538,shawn,,1022,5
11539,shawnatova,,1789,3
11540,shawnjohnson,,840,4
11541,shawnrss,,71,4
11542,shawnwhughes,,1790,2
11543,shawshank,,517,5
11544,sheckiezx,,2227,5
11545,shed,,392,7
11546,sheena,,188,5
11547,sheep,,2157,5
11548,sheer,,278,5
11549,sheet,,144,5
11550,sheila,,2227,5
11551,shelbytaylor,,1791,2
11552,sheldon,,46,4
11553,shelf,,467,4
11554,shell,,1855,10
11555,shellacked,,2081,10
11556,shelley,,1931,4
11557,shelleysherwin,,159,3
11558,shelly,,888,4
11559,shellyshells,,451,4
11560,shelter,,2072,8
11561,shelton,,149,9
11562,shep,,1951,5
11563,shepard,,1951,5
11564,shepherd,,2056,6
11565,shepler,,2051,5
11566,sheriff,,1800,4
11567,sheriffclarke,,103,4
11568,sherman,,517,8
11569,sherrieshepherd,,1129,5
11570,sherry,,840,4
11571,sherrymcmurry,,1792,3
11572,sheryl,,1800,3
11573,shield,,1956,4
11574,shift,,1129,5
11575,shifty,,75,9
11576,shill,,2120,8
11577,shine,,467,4
11578,shining,,1958,11
11579,shinysheet,,1855,9
11580,shinz,,859,7
11581,shinzo,,859,7
11582,ship,,2072,5
11583,shipment,,149,6
11584,shipped,,392,8
11585,shipping,,149,6
11586,shipwreck,,2072,5
11587,shirley,,883,6
11588,shirt,,2191,14
11589,shit,,70,5
11590,shitty,,1793,2
11591,shl,,276,3
11592,shmann,,840,3
11593,shmopniggadick,,70,3
11594,sho,,103,5
11595,shock,,1794,3
11596,shocked,,451,7
11597,shocking,,75,3
11598,shoddy,,517,4
11599,shoe,,2155,6
11600,shook,,2063,8
11601,shoot,,1795,2
11602,shooter,,111,4
11603,shooting,,1796,2
11604,shootout,,2235,4
11605,shop,,2191,5
11606,shopfloornam,,184,7
11607,shoplifting,,859,5
11608,shopped,,2109,7
11609,shopping,,2081,10
11610,shore,,147,3
11611,short,,236,4
11612,shortcakessheep,,1958,4
11613,shortcoming,,1931,3
11614,shortest,,2185,8
11615,shortly,,1797,2
11616,shot,,98,3
11617,shoulder,,2072,6
11618,shouldtrumprun,,1022,3
11619,shout,,58,4
11620,shouted,,1800,7
11621,shouting,,2120,6
11622,shoutout,,1711,4
11623,shoved,,181,4
11624,show,,1798,2
11625,showbiz,,236,5
11626,showcase,,2207,5
11627,showcasing,,71,4
11628,showed,,1799,2
11629,shower,,1800,7
11630,showing,,1801,2
11631,shown,,517,3
11632,showtrial,,144,5
11633,shrank,,3,9
11634,shred,,1931,8
11635,shrink,,278,4
11636,shulkin,,149,7
11637,shut,,1802,2
11638,shutdown,,1803,2
11639,shuts,,159,6
11640,shutting,,584,4
11641,shuttle,,1855,4
11642,si,,496,9
11643,sia,,2060,4
11644,sibling,,1804,2
11645,sick,,3,4
11646,sickness,,181,4
11647,sicko,,3,7
11648,sickos,,75,6
11649,side,,1805,2
11650,sided,,1806,2
11651,sidelined,,1931,6
11652,sidelinesev,,2128,5
11653,sidewalk,,2178,6
11654,sidney,,392,9
11655,siege,,1807,2
11656,sierra,,600,5
11657,sig,,1855,6
11658,sight,,517,3
11659,sighting,,2207,4
11660,sign,,844,4
11661,signage,,840,5
11662,signal,,388,3
11663,signature,,2191,12
11664,signed,,2157,5
11665,significance,,422,4
11666,significant,,1808,2
11667,significantly,,584,7
11668,signing,,859,7
11669,sikorsky,,120,7
11670,silence,,422,5
11671,silenced,,2072,4
11672,silent,,159,4
11673,silentmajority,,2251,6
11674,silk,,2063,4
11675,silver,,111,5
11676,silvermarie,,888,3
11677,similar,,392,7
11678,simon,,2157,4
11679,simonschuster,,1907,7
11680,simple,,1809,2
11681,simpler,,2017,5
11682,simplicity,,302,9
11683,simplified,,189,6
11684,simplify,,189,4
11685,simplifying,,189,7
11686,simply,,1810,2
11687,simpson,,2109,14
11688,simranjitsingh,,184,4
11689,sims,,1956,8
11690,simulcast,,167,8
11691,simultaneously,,416,3
11692,sin,,181,7
11693,since,,1811,2
11694,sincere,,98,4
11695,sincerely,,1855,4
11696,sincerest,,111,8
11697,sinclair,,690,6
11698,sing,,485,3
11699,singapore,,119,10
11700,singaporesummit,,119,6
11701,singer,,28,7
11702,singing,,103,4
11703,single,,149,4
11704,singlehandedly,,2178,4
11705,sings,,417,7
11706,sinister,,2060,3
11707,sink,,1022,5
11708,sinking,,2072,8
11709,sinnerofashun,,2227,4
11710,sinow,,167,5
11711,sintianiej,,70,5
11712,sioux,,1862,5
11713,sir,,2227,5
11714,siracusa,,149,6
11715,sirenasola,,505,5
11716,sirius,,1958,5
11717,siriusxm,,149,3
11718,sirtyro,,16,3
11719,sisi,,1907,4
11720,sissyrichqueenb,,2251,6
11721,sister,,28,7
11722,sit,,16,5
11723,site,,1812,2
11724,sits,,111,7
11725,sitting,,2128,3
11726,situated,,2128,11
11727,situation,,2227,3
11728,six,,1813,2
11729,sixteen,,1967,6
11730,sixteenchicago,,2063,12
11731,size,,1814,2
11732,skate,,111,5
11733,skater,,2056,6
11734,skating,,2056,10
11735,skeleton,,1800,6
11736,skeptical,,2227,5
11737,sketch,,2081,3
11738,skill,,189,4
11739,skilled,,302,9
11740,skimpybean,,2207,3
11741,skin,,517,5
11742,skinner,,106,5
11743,skinny,,1931,8
11744,skipped,,98,6
11745,skipper,,2231,5
11746,skipping,,1815,3
11747,skirmish,,2072,7
11748,skit,,188,7
11749,sky,,311,6
11750,skyhawk,,167,3
11751,skyjones,,1816,3
11752,skyline,,2128,8
11753,skyrocket,,2072,3
11754,skyrocketed,,103,8
11755,skyrocketing,,517,5
11756,skyscraper,,2129,5
11757,skyscraperlive,,106,4
11758,slacker,,1817,4
11759,slain,,600,5
11760,slam,,422,4
11761,slammed,,849,9
11762,slamming,,849,11
11763,slander,,2185,8
11764,slanted,,311,3
11765,slap,,1800,3
11766,slash,,1907,3
11767,slashed,,70,4
11768,slashing,,2157,3
11769,slat,,2178,4
11770,slate,,1818,2
11771,slaughter,,485,3
11772,slaughtered,,1800,9
11773,slaw,,188,9
11774,sleaze,,1129,5
11775,sleazebag,,1819,2
11776,sleazy,,2205,4
11777,sleek,,144,9
11778,sleep,,828,3
11779,sleeping,,1951,3
11780,sleepy,,505,8
11781,sleepyeyes,,416,6
11782,sleeve,,2072,3
11783,slice,,1907,12
11784,slicked,,1800,5
11785,slide,,1820,2
11786,slider,,150,10
11787,slight,,2155,4
11788,slightly,,487,4
11789,slim,,130,3
11790,slime,,1931,7
11791,slimy,,192,4
11792,slip,,1711,4
11793,slippery,,451,7
11794,slipping,,161,5
11795,slob,,505,4
11796,slogan,,416,6
11797,slone,,584,6
11798,sloppy,,1958,6
11799,slot,,487,3
11800,slow,,1821,2
11801,slowdown,,729,3
11802,slower,,1958,8
11803,slowest,,1822,2
11804,slowing,,714,3
11805,slowly,,302,4
11806,slows,,1907,5
11807,slucch,,16,6
11808,slum,,729,6
11809,slumpcityusa,,1823,2
11810,sly,,1711,5
11811,smack,,144,6
11812,small,,487,4
11813,smallbiz,,70,6
11814,smaller,,417,4
11815,smallest,,2120,5
11816,smart,,729,4
11817,smarter,,1824,3
11818,smartest,,584,3
11819,smartly,,111,3
11820,smash,,417,4
11821,smear,,416,4
11822,smearing,,1825,2
11823,smell,,1967,4
11824,smerconish,,417,6
11825,smh,,278,6
11826,smile,,74,3
11827,smiled,,388,4
11828,smiling,,2227,7
11829,smith,,1951,6
11830,smithsj,,311,5
11831,smocking,,2185,8
11832,smoking,,1855,5
11833,smollett,,1826,2
11834,smooth,,106,10
11835,smoother,,2191,11
11836,smoothly,,75,3
11837,smucker,,98,9
11838,smuggled,,392,9
11839,smuggler,,2056,7
11840,smuggling,,106,8
11841,smwalkerbait,,485,4
11842,smxtty,,2251,3
11843,snake,,103,10
11844,snap,,2017,3
11845,snd,,1931,4
11846,snead,,1862,4
11847,sneak,,521,4
11848,sneaky,,584,7
11849,snipe,,2207,7
11850,sniper,,2072,9
11851,snl,,2060,6
11852,snoopdogg,,2063,7
11853,snooze,,417,6
11854,snoozinglion,,161,5
11855,snow,,119,7
11856,snowden,,70,4
11857,snowing,,119,10
11858,snubbed,,188,6
11859,snugglebun,,451,3
11860,snurk,,840,9
11861,soar,,1827,2
11862,soared,,70,3
11863,soaring,,311,8
11864,sob,,144,3
11865,socalmike,,103,3
11866,soccer,,58,3
11867,social,,1958,4
11868,socialism,,2235,4
11869,socialist,,1828,2
11870,socialized,,2185,4
11871,society,,1829,2
11872,sod,,2128,5
11873,sofia,,1969,6
11874,soft,,1830,2
11875,softball,,416,11
11876,softer,,2157,9
11877,soho,,159,4
11878,soil,,2157,5
11879,solar,,1022,6
11880,sold,,1831,2
11881,soldier,,60,3
11882,sole,,71,7
11883,soleimani,,517,8
11884,solely,,2231,9
11885,solemn,,144,11
11886,soler,,1967,3
11887,solid,,190,5
11888,solidarity,,521,4
11889,solidify,,392,4
11890,solitary,,278,9
11891,solomon,,496,4
11892,solution,,1832,2
11893,solve,,236,3
11894,solved,,236,3
11895,solves,,236,4
11896,solving,,2227,5
11897,solyndra,,75,9
11898,somali,,2064,7
11899,somalia,,521,8
11900,somber,,517,5
11901,somebody,,1833,2
11902,someday,,1834,2
11903,somehow,,2178,6
11904,someone,,840,3
11905,someplace,,2191,3
11906,somerset,,521,6
11907,something,,1835,2
11908,sometime,,893,5
11909,sometimes,,1956,7
11910,somewhat,,311,5
11911,somewhere,,70,3
11912,son,,859,5
11913,sonaderi,,70,5
11914,sondland,,28,7
11915,song,,1958,11
11916,sonnset,,16,4
11917,sonny,,103,5
11918,sony,,71,6
11919,soo,,840,4
11920,soon,,496,3
11921,sooner,,487,5
11922,sooo,,1836,2
11923,soooo,,1837,2
11924,sooooo,,729,3
11925,sophisticated,,144,5
11926,sophistication,,1967,6
11927,sorely,,505,5
11928,sorry,,1838,2
11929,sort,,184,3
11930,sotu,,451,3
11931,sought,,1839,2
11932,soul,,111,4
11933,sound,,600,4
11934,sounded,,130,6
11935,sounding,,1931,4
11936,soundly,,1840,2
11937,sour,,1967,4
11938,source,,190,9
11939,sousa,,75,4
11940,south,,119,5
11941,southern,,2056,7
11942,southheastt,,517,6
11943,southpaw,,2235,5
11944,southsalem,,381,3
11945,southwest,,106,5
11946,sovadjeast,,2056,5
11947,sovereign,,1862,7
11948,sovereignty,,1855,8
11949,soviet,,2227,3
11950,sox,,2081,8
11951,soybean,,149,7
11952,soyerjanis,,2064,3
11953,spa,,2128,7
11954,space,,1855,5
11955,spacex,,119,7
11956,spacious,,311,11
11957,spade,,2017,5
11958,spain,,167,4
11959,span,,1841,2
11960,spanish,,159,6
11961,spanishflyar,,144,5
11962,spare,,1956,4
11963,spark,,2207,9
11964,sparkleawin,,849,3
11965,sparkling,,1967,8
11966,speak,,1842,2
11967,speaker,,1843,2
11968,speakerboehner,,2060,8
11969,speakerryan,,849,7
11970,speakership,,2056,8
11971,speaking,,416,3
11972,speakingtruth,,278,4
11973,speaks,,1844,2
11974,spear,,103,6
11975,special,,58,3
11976,specialkmb,,2060,6
11977,specialolympics,,893,3
11978,specialreport,,1022,4
11979,specialty,,417,7
11980,specific,,521,5
11981,specifically,,1969,6
11982,spectacular,,1845,2
11983,spectator,,1846,3
11984,spectrum,,417,4
11985,speculation,,2129,3
11986,speculative,,75,5
11987,speculator,,467,5
11988,speech,,1863,3
11989,speed,,521,3
11990,speedy,,1862,6
11991,spell,,28,5
11992,spelled,,75,3
11993,spelling,,422,4
11994,spence,,1847,2
11995,spencer,,467,9
11996,spend,,1848,3
11997,spender,,2227,4
11998,spending,,28,3
11999,spends,,1849,2
12000,spent,,1850,2
12001,spewing,,416,8
12002,spewrange,,2207,4
12003,spews,,584,4
12004,spicedevilz,,2251,6
12005,spicer,,487,5
12006,spidersteve,,1800,5
12007,spied,,321,4
12008,spielberg,,417,3
12009,spike,,103,6
12010,spill,,416,5
12011,spin,,1851,2
12012,spine,,505,5
12013,spineless,,159,7
12014,spinning,,150,9
12015,spiral,,58,5
12016,spirit,,1852,2
12017,spirited,,1853,2
12018,spit,,2063,8
12019,spitzer,,302,6
12020,split,,2017,4
12021,spoil,,188,4
12022,spoiled,,600,5
12023,spoiler,,1854,3
12024,spokane,,1855,8
12025,spoke,,111,3
12026,spoken,,1856,2
12027,spokesman,,2227,7
12028,sponsor,,2036,7
12029,sport,,167,4
12030,sporting,,1931,4
12031,sportsguru,,849,3
12032,sportsman,,1855,7
12033,spot,,2056,3
12034,spotlight,,2207,4
12035,spotted,,2207,7
12036,spouse,,729,8
12037,spread,,1857,2
12038,spreading,,1858,2
12039,spree,,1800,7
12040,spring,,141,3
12041,springfield,,106,4
12042,springsteen,,1967,5
12043,sprinkler,,1859,2
12044,spuffer,,1129,5
12045,spur,,189,6
12046,spy,,1860,2
12047,spygate,,190,4
12048,spying,,2178,4
12049,sq,,1800,7
12050,squad,,1888,4
12051,squandered,,1129,3
12052,square,,1967,9
12053,squarely,,1888,8
12054,squawk,,1888,4
12055,squawkbox,,2070,3
12056,squawkboxcnbc,,1861,2
12057,squawkcnbc,,149,4
12058,squeeze,,2128,5
12059,sr,,487,5
12060,sri,,1862,6
12061,sroyboyk,,28,6
12062,srqrepublicans,,1863,3
12063,sstew,,1864,2
12064,st,,729,6
12065,stab,,1888,9
12066,stabbing,,2064,5
12067,stabenow,,2017,7
12068,stability,,1855,8
12069,stable,,417,6
12070,stacey,,729,11
12071,stacked,,311,4
12072,stacys,,1865,3
12073,stadium,,1866,2
12074,staff,,2185,3
12075,staffer,,1956,7
12076,stage,,1867,2
12077,staged,,106,5
12078,staggering,,690,4
12079,stagnant,,2109,5
12080,stain,,28,4
12081,stair,,119,6
12082,stairway,,2081,5
12083,stake,,1868,3
12084,stale,,840,8
12085,stalemate,,189,4
12086,stalker,,496,5
12087,stall,,2227,10
12088,stamen,,2060,3
12089,stamford,,111,4
12090,stamp,,496,4
12091,stance,,729,4
12092,stand,,2060,3
12093,standard,,2129,3
12094,standforouranthem,,422,4
12095,standing,,1869,3
12096,standpoint,,190,8
12097,stanley,,487,6
12098,stanleycup,,159,5
12099,staple,,1870,2
12100,star,,2063,5
12101,starbucks,,16,4
12102,starjonesesq,,103,5
12103,starr,,28,11
12104,starred,,2178,3
12105,starring,,58,4
12106,starsentlive,,278,6
12107,start,,1871,2
12108,started,,1872,2
12109,starter,,111,4
12110,starting,,1873,2
12111,starved,,16,5
12112,starving,,1888,5
12113,stass,,1874,2
12114,state,,859,3
12115,stated,,1875,2
12116,statedept,,2109,6
12117,statehood,,190,8
12118,statement,,584,3
12119,staten,,2129,7
12120,statesman,,1876,5
12121,statewide,,1958,3
12122,stating,,2060,4
